,Symbol,longName,Name,IPO Year,Sector,Effective annual return,CIQ ID,Ticker,Country.1,Short Business Description,IQ_TOTAL_REV,IQ_RETURN_ASSETS,IQ_RETURN_EQUITY,IQ_GROSS_MARGIN,IQ_EBITDA_MARGIN,IQ_NI_MARGIN,IQ_AUDITOR_OPINION,IQ_ASSET_TURNS,IQ_CURRENT_RATIO,IQ_DAYS_SALES_OUT,IQ_DAYS_INVENTORY_OUT,IQ_DAYS_PAYABLE_OUT,IQ_TOTAL_DEBT_EQUITY,IQ_TOTAL_REV_1YR_ANN_GROWTH,IQ_NI_1YR_ANN_GROWTH,IQ_CFO_1YR_ANN_GROWTH,IQ_TOTAL_ASSETS_1YR_ANN_GROWTH,IQ_EBITDA,IQ_PAYOUT_RATIO,IQ_CASH_ST_INVEST,IQ_NPPE,IQ_GW,IQ_RE,IQ_TBV,IQ_NET_DEBT,IQ_CONTINGENT_LIABILITIES,IQ_CASH_OPER,IQ_CASH_INVEST,IQ_NET_CHANGE
1411,IRM,Iron Mountain Incorporated,Iron Mountain Incorporated (Delaware)Common Stock REIT,,Real Estate,0.104932092,IQ30292,NYSE:IRM,United States,"Iron Mountain Incorporated (NYSE: IRM), founded in 1951, is the global leader for storage and information management services.",2774.384,5.1632,11.6815,56.6797,29.9408,7.8557,Unqualified,0.42024,1.48693,135.4307,0.0,50.08567,150.722,-9.1895,165.6728,14.8748,7.7079,830.675,0.0,456.824,2568.2,2534.713,825.014,-847.688,2794.96,0.0,616.911,-324.066,168.286
1413,ISDR,Issuer Direct Corporation,Issuer Direct Corporation Common Stock,,Technology,0.260694344,IQ35386915,NYSEAM:ISDR,United States,"Issuer Direct Corporation provides shareholder communications and compliance platforms, technologies, and services in the United States and internationally.",1.88523,40.1454,210.2416,58.2739,16.6084,14.5432,Unqualified,4.40561,1.74847,30.75965,0.0,45.3038,26.2631,32.2662,0.0,1529.4184,18.9797,0.31311,0.0,0.14604,0.02109,0.0432,-1.20057,0.15959,-0.07252,0.0,0.1866,-0.01601,0.09568
1414,ISIG,"Insignia Systems, Inc.",Insignia Systems Inc. Common Stock,1991.0,Consumer Discretionary,-0.114614234,IQ344059,NasdaqCM:ISIG,United States,"Insignia Systems, Inc. provides in-store advertising solutions to consumer-packaged goods manufacturers, retailers, shopper marketing agencies, and brokerages in the United States.",28.77,8.8164,39.2065,53.3229,9.6037,12.9162,Unqualified,1.72111,2.74131,35.88461,11.2931,68.53277,1.8741,-8.3934,0.0,-56.1176,14.4038,2.763,0.0,13.197,0.927,0.0,-21.045,11.685,-12.978,0.0,2.464,-4.678,-2.255
1415,ISR,"Isoray, Inc.",IsoRay Inc. Common Stock (DE),,Health Care,-0.034414129,IQ9934314,NYSEAM:CATX,United States,"Perspective Therapeutics, Inc., together with its subsidiaries, develops, manufactures, sells, and markets isotope-based medical products and devices for the treatment of cancer and other malignant diseases in the United States and internationally.",5.41782,-25.2057,-47.8735,1.3308,-86.1733,-113.7144,Unqualified,0.36665,6.06036,59.38879,57.66854,40.73181,3.3871,-24.3184,0.0,0.0,-34.0802,-4.66871,0.0,4.67056,4.89148,0.0,-37.86976,9.72953,-4.3331,0.0,-3.94894,2.22187,-1.82929
1416,ISRG,"Intuitive Surgical, Inc.",Intuitive Surgical Inc. Common Stock,2000.0,Health Care,0.19224349,IQ30239,NasdaqGS:ISRG,United States,"Intuitive Surgical, Inc. develops, manufactures, and markets products that enable physicians and healthcare providers to enhance the quality of and access to minimally invasive care in the United States and internationally.",1052.2,14.3636,16.5901,71.3837,39.156,22.106,Unqualified with Additional Language,0.64074,4.17702,65.12987,73.37559,29.7329,0.0,20.2651,13.8521,40.9777,22.7228,412.0,0.0,555.4,125.7,110.7,511.7,1370.4,-555.4,0.0,392.2,-299.5,26.8
1417,ISSC,"Innovative Solutions and Support, Inc.",Innovative Solutions and Support Inc. Common Stock,2000.0,Industrials,0.062599893,IQ29957,NasdaqGS:ISSC,United States,"Innovative Solutions and Support, Inc., a systems integrator, designs, develops, manufactures, sells, and services flight guidance, autothrottle, and cockpit display systems in the United States and internationally.",36.73415,5.1919,10.0978,51.2824,16.2327,13.6348,Unqualified with Additional Language,0.62562,11.70564,57.86053,149.58394,46.9109,0.0704,20.3084,0.0,26.7709,-3.9413,5.96297,0.0,35.56569,8.3437,0.0,25.16128,52.12788,-35.5288,0.0,5.31955,-0.3319,0.53376
1418,IT,"Gartner, Inc.",Gartner Inc. Common Stock,1993.0,Finance,0.236344297,IQ130705,NYSE:IT,United States,"Gartner, Inc. operates as a research and advisory company in the United States, Canada, Europe, the Middle East, Africa, and internationally.",1139.8,7.4409,181.9007,56.2762,13.6983,7.2788,Unqualified,0.98755,0.62107,101.85106,0.0,9.68272,300.6735,-10.8881,-20.1279,-12.1579,11.1808,156.134,0.0,116.574,52.466,513.612,509.392,-425.19,221.789,0.0,161.937,-119.665,-24.355
1420,ITGR,Integer Holdings Corporation,Integer Holdings Corporation Common Stock,,Health Care,0.154189981,IQ36627,NYSE:ITGR,United States,"Integer Holdings Corporation operates as a medical device outsource manufacturer in the United States, Puerto Rico, Costa Rica, and internationally.",521.821,4.6589,-2.3859,31.8919,19.3081,-1.7249,Unqualified with Additional Language,0.62174,1.90005,54.49735,112.10436,43.25958,76.219,-4.541,0.0,25.6825,-2.0625,100.754,0.0,37.864,153.601,303.926,86.262,-26.566,251.558,0.0,71.766,-21.141,15.801
1421,ITI,"Iteris, Inc.",Iteris Inc. Common Stock,,Telecommunications,0.127944873,IQ293414,NasdaqCM:ITI,United States,"Iteris, Inc. provides intelligent transportation systems technology solutions in North America, Europe, South America, and Asia.",69.359,5.034,21.2521,40.2528,9.9078,15.1011,Unqualified with Additional Language,0.97888,2.63091,81.32346,43.62991,34.58959,13.1742,6.4392,-13.8864,-15.6881,15.8747,6.872,0.0,6.372,3.244,27.774,-85.025,27.474,0.921,0.0,6.39,-0.795,5.951
1422,ITIC,Investors Title Company,Investors Title Company Common Stock,,Finance,0.188098874,IQ281365,NasdaqGS:ITIC,United States,"Investors Title Company, through its subsidiaries, engages in the issuance of residential and commercial title insurance for residential, institutional, commercial, and industrial properties.",71.30816,2.5829,5.1612,47.1036,9.6275,6.7717,Unqualified,0.49816,0.76389,27.96594,0.0,450.944,0.0,0.2599,0.0,463.6824,4.6972,6.8652,13.2865,29.45066,3.89472,0.0,92.52882,97.25908,-8.73322,0.0,7.38127,-2.82552,3.57818
1423,ITP,"IT Tech Packaging, Inc.",IT Tech Packaging Inc. Common Stock,,Basic Materials,-0.229799923,IQ38895194,NYSEAM:ITP,China,"IT Tech Packaging, Inc., through its subsidiaries, engages in the production and distribution of paper products in the People’s Republic of China.",102.14283,18.0751,28.1532,19.6149,21.0647,12.4533,Unqualified,1.64056,1.74948,6.22252,21.66531,0.0,18.3506,56.6511,44.9692,39.9785,35.739,21.51618,0.0,6.94995,55.30375,0.0,33.10631,56.27496,3.37685,0.0,15.03867,-13.60411,3.71553
1424,ITRI,"Itron, Inc.",Itron Inc. Common Stock,1993.0,Industrials,0.021984541,IQ30323,NasdaqGS:ITRI,United States,"Itron, Inc., a technology and service company, provides end-to-end solutions that help manage operations in the energy, water, and smart city space worldwide.",1687.447,0.9855,-0.1828,31.8502,11.8974,-0.1332,Unqualified with Additional Language,0.59095,1.63722,71.29618,53.05129,66.31065,57.0521,-11.6341,0.0,-27.1086,-0.0605,200.764,0.0,121.893,318.217,1305.599,30.25,-293.297,677.131,122.147,140.787,-53.994,-22.497
1425,ITT,ITT Inc.,ITT Inc. Common Stock ,2011.0,Industrials,0.181082095,IQ280322,NYSE:ITT,United States,"ITT Inc. manufactures and sells engineered critical components and customized technology solutions for the transportation, industrial, and energy markets worldwide.",1770.0,0.9255,-3.1998,31.8079,12.7118,35.5367,Unqualified,0.16382,1.65816,371.40283,242.79873,379.71863,38.8344,-84.5766,-20.8806,14.8014,6.1907,225.0,23.5294,1216.0,1050.0,3788.0,4737.0,-476.0,290.0,0.0,1272.0,-288.0,-16.0
1427,ITW,Illinois Tool Works Inc.,Illinois Tool Works Inc. Common Stock,,Industrials,0.168764448,IQ280561,NYSE:ITW,United States,Illinois Tool Works Inc. manufactures and sells industrial products and equipment worldwide.,13572.996,5.9473,11.746,34.0353,15.127,7.1664,Unqualified,0.86769,2.00117,68.08236,63.81879,29.37046,35.4796,-20.6274,-35.9648,-2.4603,5.7778,2053.196,63.7075,1318.772,2136.527,4860.732,9521.74,2224.058,1809.783,0.0,2167.552,-514.0,485.179
1428,IVAC,"Intevac, Inc.",Intevac Inc. Common Stock,1995.0,Technology,-0.063300398,IQ30216,NasdaqGS:IVAC,United States,"Intevac, Inc., together with its subsidiaries, designs and develops thin-film processing systems primarily in the United States and Asia.",77.981,-5.5238,-5.8514,41.9589,-15.0831,-12.9223,Unqualified,0.39731,3.0108,139.88041,148.2787,31.26809,0.0,-29.3055,0.0,0.0,7.5112,-11.762,0.0,23.592,12.351,7.905,39.092,159.915,-23.592,0.0,-16.569,-4.144,-21.609
1429,IVC,Invacare Corporation,Invacare Corporation Common Stock,,Health Care,-0.091990264,IQ281314,OTCPK:IVCR.Q,United States,"Invacare Corporation, together with its subsidiaries, designs, manufactures, distributes, and exports medical equipment for use in home health care, retail, and extended care markets worldwide.",1693.136,4.4337,6.6731,29.1466,7.8972,2.4321,Unqualified with Additional Language,1.26638,1.82024,57.91747,53.39074,39.87516,38.9775,-3.5632,18.1369,103.71,3.4255,133.712,3.8976,37.501,141.633,556.093,346.272,59.839,235.824,0.0,155.663,-16.682,-10.015
1430,IVDA,"Iveda Solutions, Inc.",Iveda Solutions Inc. Common Stock,,Technology,-0.104733132,IQ21813682,NasdaqCM:IVDA,United States,"Iveda Solutions, Inc. provides artificial intelligence (AI) and digital transformation technologies in the United States and Taiwan.",0.65976,-206.1333,0.0,23.3763,-252.2996,-269.4933,Unqualified Going Concern,1.24689,0.07378,17.62293,0.0,0.0,0.0,30.3143,0.0,0.0,-58.7111,-1.66458,0.0,0.01767,0.23655,0.0,-4.74684,-0.53335,0.29687,0.0,-1.2348,0.10034,-0.31752
1431,IVR,Invesco Mortgage Capital Inc.,INVESCO MORTGAGE CAPITAL INC Common Stock,2009.0,Real Estate,-0.017630578,IQ45988053,NYSE:IVR,United States,"Invesco Mortgage Capital Inc. operates as a real estate investment trust (REIT) that primarily focuses on investing in, financing, and managing mortgage-backed securities and other mortgage-related assets.",20.975,4.0991,16.6542,100.0,0.547222884386174,71.9618,Unqualified,0.0491,0.07949,0.0,0.0,0.0,299.6215,0.0,0.0,0.0,87070.5822,11.478,41.6721,24.041,0.0,0.0,0.32,180.515,606.093,0.0,11.478,-793.181,24.04
1432,IVZ,Invesco Ltd.,Invesco Ltd Common Stock,,Finance,0.010977283,IQ384779,NYSE:IVZ,United States,Invesco Ltd. is a publicly owned investment manager.,2627.3,2.9945,2.9443,35.7591,21.798,12.2749,Unqualified,0.25426,1.3579,86.5499,0.0,32.25469,9.785,-20.5678,-33.0497,-30.9801,11.8142,572.7,52.372,859.8,154.7,6467.6,1631.4,240.2,-114.1,0.0,362.7,-102.4,176.8
1433,IX,ORIX Corporation,Orix Corp Ads Common Stock,,Finance,0.115833846,IQ398058,TSE:8591,Japan,"ORIX Corporation provides diversified financial services in Japan, the Americas, Asia, Europe, Australasia, the Middle East, and internationally.",10434.9185,1.3525,1.1612,41.4765,36.5242,2.1234,Unqualified with Additional Language,0.11892,4.10979,0.0,130.11739,235.80606,434.0853,-9.0595,-87.0729,97.5717,-6.951,3811.27903,107.3207,4730.49679,2794.53235,718.31827,10833.48336,10571.16591,48397.43343,0.0,3120.71356,1730.08239,1407.99436
1434,J,Jacobs Solutions Inc.,Jacobs Solutions Inc. Common Stock,2022.0,Industrials,0.092191675,IQ282159,NYSE:J,United States,"Jacobs Solutions Inc. provides consulting, technical, scientific, and project delivery services for the government and private sectors in the United States, Europe, Canada, India, Asia, Australia, New Zealand, South America, Mexico, the Middle East, and Africa.",11467.376,8.9092,16.3518,13.6115,6.1645,3.4868,Unqualified with Additional Language,2.6341,2.1749,57.85189,0.0,15.13977,0.6928,1.9126,-4.9646,69.6363,3.5149,706.915,0.0,1033.619,240.35,929.842,2009.338,1638.612,-1015.387,0.0,531.659,-93.106,429.199
1436,JAKK,"JAKKS Pacific, Inc.",JAKKS Pacific Inc. Common Stock,1996.0,Consumer Discretionary,-0.217617838,IQ371382,NasdaqGS:JAKK,United States,"JAKKS Pacific, Inc. develops, produces, markets, sells, and distributes toys, consumables, and electronics and related products worldwide.",803.704,2.4885,-68.8987,32.3661,8.5922,-47.9666,Unqualified,0.96703,3.25794,63.01652,41.09462,35.39296,28.7939,-11.0354,0.0,62.4623,-38.3253,69.056,0.0,255.039,21.214,1.571,72.835,335.329,-147.894,0.0,98.769,-30.495,85.317
1437,JAN,JanOne Inc.,JanOne Inc. Common Stock (NV),,Utilities,-0.123716418,IQ321650,NasdaqCM:JAN,United States,"JanOne Inc., a clinical-stage biopharmaceutical company, focuses on identifying, acquiring, licensing, developing, partnering, and commercializing novel, non-opioid, and non-addictive therapies to address the unmet medical need for the treatment of pain and addiction.",101.269,-3.3779,-48.973,28.0214,-0.8768,-3.2961,Unqualified,2.94109,1.17439,18.52542,88.93503,20.13357,264.5046,-8.7429,0.0,-18.9813,-15.9429,-0.888,0.0,2.799,4.139,0.038,-11.267,5.605,12.127,0.0,1.336,2.788,-0.699
1438,JAZZ,Jazz Pharmaceuticals plc,Jazz Pharmaceuticals plc Common Stock (Ireland),2007.0,Health Care,0.335240346,IQ6724933,NasdaqGS:JAZZ,Ireland,"Jazz Pharmaceuticals plc, a biopharmaceutical company, identifies, develops, and commercializes pharmaceutical products for unmet medical needs in the United States, Europe, and internationally.",128.449,8.8541,0.0,92.4966,19.4839,-5.3219,Unqualified,1.14231,0.62379,26.93262,146.18177,164.27081,0.0,90.2553,0.0,0.0,-8.5976,25.027,0.0,15.595,1.124,38.213,-507.644,-140.901,108.67,0.0,-15.878,-6.124,-9.308
1439,JBHT,"J.B. Hunt Transport Services, Inc.",J.B. Hunt Transport Services Inc. Common Stock,,Industrials,0.147090096,IQ278576,NasdaqGS:JBHT,United States,"J.B. Hunt Transport Services, Inc. provides surface transportation, delivery, and logistic services in North America.",3203.321,8.8434,23.2652,17.5828,13.9636,4.2591,Unqualified with Additional Language,1.75507,1.4578,37.48587,2.4528,26.78954,87.7529,-14.1648,-31.9842,-29.3427,3.5384,447.3,40.8194,7.843,1444.671,0.0,1423.82,643.853,557.157,0.0,356.923,-243.951,5.47
1441,JBL,Jabil Inc.,Jabil Inc. Common Stock,1993.0,Technology,0.106943782,IQ96078,NYSE:JBL,United States,Jabil Inc. provides manufacturing services and solutions worldwide.,11684.538,1.6651,-55.9846,6.1518,3.9069,-9.9722,Unqualified with Additional Language,1.89223,1.36892,42.74077,45.85933,71.14398,85.5823,-8.5696,0.0,32.6919,-24.3778,456.511,0.0,876.272,1377.729,25.12,-13.7,1278.874,358.176,0.0,557.309,-286.175,103.349
1442,JBLU,JetBlue Airways Corporation,JetBlue Airways Corporation Common Stock,2002.0,Consumer Discretionary,0.130096983,IQ106437,NasdaqGS:JBLU,United States,JetBlue Airways Corporation provides air passenger transportation services.,3292.0,2.8248,4.3323,32.8979,15.7351,1.8529,Unqualified,0.52391,1.32584,10.38754,5.78306,19.49173,213.7128,-2.9482,0.0,0.0,8.8235,518.0,0.0,1136.0,4499.0,0.0,122.0,1516.0,2168.0,0.0,486.0,-457.0,335.0
1443,JBSS,"John B. Sanfilippo & Son, Inc.",John B. Sanfilippo & Son Inc. Common Stock,1991.0,Consumer Staples,0.247307533,IQ322070,NasdaqGS:JBSS,United States,"John B. Sanfilippo & Son, Inc., through its subsidiary, JBSS Ventures, LLC, processes and distributes tree nuts and peanuts in the United States.",553.846,2.8302,4.2714,13.072,5.3771,1.2489,Unqualified,1.64472,1.55415,22.03765,88.20157,19.29164,60.1635,2.2288,0.0,46.5847,-8.0064,29.781,0.0,0.863,166.345,0.0,68.177,164.93,98.707,0.0,43.414,-6.02,0.147
1444,JBT,John Bean Technologies Corporation,John Bean Technologies Corporation Common Stock,,Industrials,0.220590394,IQ4259332,NYSE:JBT,United States,John Bean Technologies Corporation provides technology solutions to food and beverage industry and equipment and services to air transportation industries.,841.6,6.8701,123.7735,26.6516,9.9453,3.8973,Unqualified,1.51408,1.31598,64.10021,67.99768,40.39674,215.2103,-18.1403,-25.7919,-33.8631,-11.9906,83.7,23.4756,14.4,126.5,28.2,44.7,6.3,118.6,0.0,54.1,-24.8,-29.2
1445,JCE,Nuveen Core Equity Alpha Fund,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,2007.0,Finance,0.130437101,IQ31138167,NYSE:JCE,United States,"Nuveen Core Equity Alpha Fund is a closed-ended equity mutual fund launched by Nuveen Investments Inc. The fund is co-managed by Nuveen Fund Advisors LLC, Nuveen Asset Management, LLC, and INTECH Investment Management.",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1446,JCI,Johnson Controls International plc,Johnson Controls International plc Ordinary Share,,Consumer Discretionary,0.138241636,IQ282590,NYSE:JCI,Ireland,"Johnson Controls International plc, together with its subsidiaries, engages in engineering, manufacturing, commissioning, and retrofitting building products and systems in the United States, Europe, the Asia Pacific, and internationally.",28497.0,1.1436,-3.6844,12.8399,4.1899,-1.186,Unqualified with Additional Language,1.16137,1.12735,78.65604,26.59828,72.66128,42.467,-25.1301,0.0,-57.2096,-3.5979,1194.0,0.0,761.0,3986.0,6542.0,6615.0,1812.0,3205.0,0.0,825.0,-736.0,377.0
1447,JCTCF,Jewett-Cameron Trading Company Ltd.,Jewett-Cameron Trading Company Common Shares,,,0.168088938,IQ387744,NasdaqCM:JCTC.F,United States,"Jewett-Cameron Trading Company Ltd., through its subsidiaries, engages in the manufacturing and distribution of specialty metal products and wholesale distribution of wood products to home centers and other retailers.",42.1301,7.7998,8.8795,21.1292,7.0632,3.7561,Unqualified,1.97749,9.70724,39.02872,82.51117,14.69198,0.0,-34.5003,-39.3719,-37.9668,-7.8936,2.97577,0.0,6.82857,1.87219,0.0,15.75599,17.95086,-6.82857,0.0,3.63522,-0.24632,1.07009
1448,JEF,Jefferies Financial Group Inc.,Jefferies Financial Group Inc. Common Stock,,Finance,0.010026889,IQ285359,NYSE:JEF,United States,"Jefferies Financial Group Inc. engages in the investment banking and capital markets, and asset management businesses in the Americas, Europe, the Middle East, and Asia.",374.691,8.8952,15.049,-27.2891,-0.35602136160196,146.8623,Unqualified with Additional Language,0.06265,0.74685,0.0,0.0,0.0,45.0422,13.1497,0.0,0.0,30.0831,-133.398,0.0,130.475,657.898,8.151,1604.263,4310.423,1839.896,0.0,-133.398,71.971,-83.375
1450,JFR,Nuveen Floating Rate Income Fund,Nuveen Floating Rate Income Fund Common Stock,2004.0,Finance,0.069715022,IQ9475722,NYSE:JFR,United States,"Nuveen Floating Rate Income Fund is a close ended fixed income mutual fund launched by Nuveen Investments, Inc. It is co-managed by Nuveen Fund Advisors LLC and Symphony Asset Management LLC. The fund invests in fixed income markets of the United States.",44.48847,2.9293,-9.8735,100.0,0.0,-143.5385,Unqualified,0.05451,0.75069,0.0,0.0,0.0,6.7778,-40.7415,0.0,427.8961,-31.9929,0.0,0.0,0.0,0.0,0.0,-3.72966,463.02639,38.5,0.0,286.31949,0.0,0.0
1451,JHI,John Hancock Investors Trust,John Hancock Investors Trust Common Stock,,Finance,0.084278689,IQ6158748,NYSE:JHI,United States,John Hancock Investors Trust is a closed-ended fixed income mutual fund launched and managed by John Hancock Investment Management LLC. It is co-managed by John Hancock Asset Management.,17.27179,4.8109,32.0931,100.0,0.0,253.8091,Unqualified,0.08587,0.06738,0.0,0.0,0.0,44.86,-5.6205,0.0,-91.5142,22.5852,0.0,29.8144,6e-05,0.0,0.0,-21.51164,151.97793,68.17735,0.0,3.96278,0.0,-0.1071
1452,JHS,John Hancock Income Securities Trust,John Hancock Income Securities Trust Common Stock,,Finance,0.076797308,IQ6157759,NYSE:JHS,United States,John Hancock Income Securities Trust is a closed ended fixed income mutual fund launched and managed by John Hancock Investment Management LLC. It is co-managed by John Hancock Asset Management.,16.31465,4.5769,32.2357,100.0,0.0,272.1987,Unqualified,0.08222,0.0775,0.0,0.0,0.0,38.4395,-7.1165,0.0,-78.7547,18.0069,0.0,26.5999,0.00016,0.0,0.0,-27.91996,154.05886,59.2193,0.0,10.87982,0.0,-0.93276
1453,JHX,James Hardie Industries plc,James Hardie Industries plc American Depositary Shares (Ireland),,Industrials,0.130428703,IQ1342650,ASX:JHX,Ireland,"James Hardie Industries plc, together with its subsidiaries, manufactures and sells fiber cement, fiber gypsum, and cement bonded building products for interior and exterior building construction applications primarily in the United States, Australia, Europe, New Zealand, the Philippines, and Canada.",1202.6,5.2252,0.0,32.3299,18.8425,11.3337,Unqualified,0.59073,1.43714,32.7635,69.20546,28.24772,0.0,-18.1237,0.0,0.0,-13.2208,226.6,25.3851,42.4,700.8,0.0,-352.8,-108.7,281.6,0.0,-45.2,-26.1,7.0
1454,JJSF,J&J Snack Foods Corp.,J & J Snack Foods Corp. Common Stock,1986.0,Consumer Staples,0.176589955,IQ281651,NasdaqGS:JJSF,United States,"J&J Snack Foods Corp. manufactures, markets, and distributes nutritional snack foods and beverages to the food service and retail supermarket industries in the United States, Mexico, and Canada.",653.047,9.8643,12.5259,31.9799,14.4107,6.326,Unqualified,1.53978,3.1193,33.69657,38.96402,39.93226,0.1111,3.7638,48.0292,46.8805,7.693,94.109,17.2056,98.996,97.173,60.314,304.498,233.405,-118.609,0.0,80.633,-47.825,16.078
1455,JKHY,"Jack Henry & Associates, Inc.",Jack Henry & Associates Inc. Common Stock,1985.0,Technology,0.214678003,IQ277617,NasdaqGS:JKHY,United States,"Jack Henry & Associates, Inc., a financial technology company that connects people and financial institutions through technology and services that reduce the barriers to financial health.",745.593,9.5261,16.7924,40.1558,29.7793,13.8281,Unqualified with Additional Language,0.71977,1.04425,99.54353,0.0,6.19734,10.1293,0.3589,-1.0747,14.1363,2.9044,222.033,26.0935,119.251,237.778,292.4,636.733,191.978,-55.79,0.0,206.588,-59.227,52.686
1456,JLL,Jones Lang LaSalle Incorporated,Jones Lang LaSalle Incorporated Common Stock,,Finance,0.116027836,IQ363003,NYSE:JLL,United States,"Jones Lang LaSalle Incorporated, a professional services company, provides real estate and investment management services in Americas, Europe, the Middle East, Africa, and the Asia Pacific.",2480.736,3.3168,-0.2496,75.4194,9.9632,-0.1449,Unqualified,0.80361,0.8583,102.16934,0.0,209.54358,14.0202,-8.0387,0.0,650.9485,0.6469,247.162,0.0,69.263,213.708,1441.951,531.456,-99.813,129.136,0.0,250.554,-85.725,23.37
1457,JLS,Nuveen Mortgage and Income Fund,Nuveen Mortgage and Income Fund,2009.0,Finance,0.08145025,IQ65060703,NYSE:JLS,United States,"Nuveen Mortgage and Income Fund is a closed-ended fixed income mutual fund launched by Nuveen Investments, Inc. The fund is co-managed by Nuveen Fund Advisors LLC, Nuveen Asset Management, LLC, and Wellington Management Company LLP. It invests in the fixed income markets of the United States.",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1458,JMM,Nuveen Multi-Market Income Fund,Nuveen Multi-Market Income Fund (MA),,Finance,0.066871548,IQ299051,NYSE:JMM,United States,"Nuveen Multi-Market Income Fund is a closed-ended fixed income mutual fund launched by Nuveen Investments, Inc. The fund is co-managed by Nuveen Fund Advisors LLC and Nuveen Asset Management, LLC. It invests in the fixed income markets of the United States.",7.08795,3.96,8.1829,100.0,0.0,81.9133,Unqualified,0.07003,0.05519,0.0,0.0,0.0,27.4993,5.1973,0.0,0.0,7.2246,0.0,102.0981,0.0,0.0,0.0,-16.04426,70.89136,19.49467,0.0,9.73421,0.0,0.65117
1459,JNJ,Johnson & Johnson,Johnson & Johnson Common Stock,,Health Care,0.117982224,IQ139677,NYSE:JNJ,United States,"Johnson & Johnson, together with its subsidiaries, researches, develops, manufactures, and sells various products in the healthcare field worldwide.",61897.0,11.6763,26.3504,70.3798,31.5847,19.8167,Unqualified,0.6893,1.81957,58.03516,103.52532,131.06169,29.8726,-2.9021,-5.2746,10.6799,11.506,19550.0,43.4289,19425.0,14759.0,14862.0,70306.0,19403.0,-4313.0,0.0,16571.0,-7598.0,5042.0
1460,JNPR,"Juniper Networks, Inc.",Juniper Networks Inc. Common Stock,1999.0,Technology,0.003599381,IQ30439,NYSE:JNPR,United States,"Juniper Networks, Inc. designs, develops, and sells network products and services worldwide.",3315.912,4.335,1.9653,65.8401,19.93,3.5284,Unqualified,0.44878,2.09259,48.90745,0.0,79.34151,0.0,-7.1791,-77.1375,-9.0361,5.6059,660.862,0.0,2175.245,455.651,3658.602,-3236.525,2149.7,-2175.245,34.0,796.097,-948.3,-414.361
1461,JOB,"GEE Group, Inc.",GEE Group Inc. Common Stock,1968.0,Consumer Discretionary,-0.245605487,IQ274653,NYSEAM:JOB,United States,GEE Group Inc. provides permanent and temporary professional and industrial staffing and placement services in the United States.,10.394,-41.1132,-110.1041,57.918,-34.4237,-40.6773,Unqualified,1.78147,2.75336,41.29683,0.0,18.02443,0.0,-31.7756,0.0,0.0,-33.3477,-3.578,0.0,2.81,0.57,0.0,-4.139,2.604,-2.81,0.0,-2.695,-0.048,-1.355
1462,JOE,The St. Joe Company,St. Joe Company (The) Common Stock,,Real Estate,-0.037266571,IQ188196,NYSE:JOE,United States,"The St. Joe Company, together with its subsidiaries, operates as a real estate development, asset management, and operating company in Northwest Florida.",138.257,-5.4226,-13.1412,17.4674,-61.6185,-94.0473,Unqualified,0.11841,4.39207,26.27416,0.0,58.17699,6.3608,-46.4449,0.0,4.6967,-8.3179,-85.192,0.0,163.807,15.269,0.0,914.362,895.179,-106.793,30.6,50.735,0.218,48.335
1463,JOF,"Japan Smaller Capitalization Fund, Inc.",Japan Smaller Capitalization Fund Inc Common Stock,1990.0,Finance,0.086632597,IQ3590623,NYSE:JOF,Japan,"Japan Smaller Capitalization Fund, Inc. is a closed-ended equity mutual fund launched by Nomura Asset Management U.S.A. Inc. It is managed by Nomura Asset Management Co., Ltd. The fund invests in the public equity markets of Japan.",3.41654,0.3337,-35.8004,100.0,0.0,0.0,Unqualified,0.01979,0.73867,0.0,0.0,0.0,0.0,20.7468,0.0,0.0,-32.7798,0.0,0.0,0.12499,0.0,0.0,-100.80086,137.8595,-0.12499,0.0,0.0,0.0,0.0
1464,JOUT,Johnson Outdoors Inc.,Johnson Outdoors Inc. Class A Common Stock,,Consumer Discretionary,0.229451098,IQ282032,NasdaqGS:JOUT,United States,"Johnson Outdoors Inc. designs, manufactures, and markets seasonal and outdoor recreational products for fishing worldwide.",356.523,0.9906,-8.1231,37.2435,4.0569,-2.7125,Unqualified with Additional Language,1.53228,2.33979,49.09268,119.64389,39.49145,27.2505,-15.2728,0.0,479.1713,-17.5588,14.464,0.0,27.895,33.49,14.659,43.5,94.919,3.668,0.0,30.615,-15.924,-13.896
